dataset,arm,test_split,n_train,comparison,baseline,baseline_family,metric,mean_delta,median_delta,ci_low,ci_high,raw_p,wilcoxon_p,effect_size_dz,positive_run_fraction,verdict_uncorrected,verdict,n_runs,holm_p
UNSW-NB15,tuned_per_N,full_test,500,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.04127997769627564,-0.03443442624154747,-0.059442747633654154,-0.02311720775889712,0.001953125,0.001953125,-1.6258487678453697,0.0,classical-favorable,classical-favorable,10,0.00390625
UNSW-NB15,tuned_per_N,full_test,500,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.035055824001260984,-0.022826663305876904,-0.05297661005853743,-0.01713503794398453,0.001953125,0.001953125,-1.3993485393801646,0.0,classical-favorable,classical-favorable,10,0.00390625
UNSW-NB15,tuned_per_N,full_test,1000,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,0.002119715600366856,0.0037849914812517205,-0.01963310091832183,0.023872532119055538,0.845703125,0.845703125,0.06970836131097903,0.6,inconclusive,inconclusive,10,0.845703125
UNSW-NB15,tuned_per_N,full_test,1000,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,0.005693957457242072,-0.030208710923152415,-0.06111460894165304,0.07250252385613719,1.0,1.0,0.060968405833187356,0.4,inconclusive,inconclusive,10,1.0
UNSW-NB15,tuned_per_N,full_test,1000,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,0.011590294715348282,0.010115278858001564,-0.017961533057557853,0.04114212248825441,0.556640625,0.556640625,0.28056462126722576,0.6,inconclusive,inconclusive,10,1.0
UNSW-NB15,tuned_per_N,full_test,1000,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,-0.004095621207043587,0.0033647905238600173,-0.030018230800205874,0.021826988386118698,0.76953125,0.76953125,-0.1130222211683253,0.5,inconclusive,inconclusive,10,1.0
UNSW-NB15,tuned_per_N,full_test,1000,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.045849829107882656,-0.04664039871885001,-0.06699362143575807,-0.024706036780007247,0.00390625,0.00390625,-1.551235056667547,0.1,classical-favorable,classical-favorable,10,0.0078125
UNSW-NB15,tuned_per_N,full_test,1000,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.04095935228598048,-0.04015251405928755,-0.0596616979779298,-0.02225700659403116,0.00390625,0.00390625,-1.5666781057562364,0.1,classical-favorable,classical-favorable,10,0.0078125
UNSW-NB15,tuned_per_N,full_test,2000,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,0.018498768201243864,0.019251097940428397,0.0006332664212726768,0.03636426998121505,0.048828125,0.048828125,0.7407136809079689,0.8,QSVM-favorable,QSVM-favorable,10,0.048828125
UNSW-NB15,tuned_per_N,full_test,2000,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,0.12910318187246625,0.1605553914655481,0.059868430996940725,0.19833793274799177,0.009765625,0.009765625,1.333937821214908,0.8,QSVM-favorable,QSVM-favorable,10,0.01953125
UNSW-NB15,tuned_per_N,full_test,2000,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,0.04894435358068183,0.05116092015212004,0.02922635744333489,0.06866234971802877,0.00390625,0.00390625,1.7756713764587304,0.9,QSVM-favorable,QSVM-favorable,10,0.01171875
UNSW-NB15,tuned_per_N,full_test,2000,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,0.01882743252592437,0.010828527059885795,0.0005074800842813747,0.037147384967567365,0.037109375,0.037109375,0.7351729717650308,0.9,QSVM-favorable,QSVM-favorable,10,0.037109375
UNSW-NB15,tuned_per_N,full_test,2000,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.03452139375330106,-0.038095552855421766,-0.05153751980890632,-0.017505267697695795,0.00390625,0.00390625,-1.451277296868736,0.1,classical-favorable,classical-favorable,10,0.0078125
UNSW-NB15,tuned_per_N,full_test,2000,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.01925070523883534,-0.015007322389238242,-0.03893040599695316,0.0004289955192824796,0.083984375,0.083984375,-0.6997629235660997,0.3,inconclusive,inconclusive,10,0.083984375
UNSW-NB15,tuned_per_N,full_test,5000,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,0.04237909838111999,0.029219447302527457,0.018161677396864438,0.06659651936537553,0.001953125,0.001953125,1.2518335753197598,1.0,QSVM-favorable,QSVM-favorable,10,0.001953125
UNSW-NB15,tuned_per_N,full_test,5000,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,0.1721472342026768,0.18502240803526426,0.12208362466013688,0.2222108437452167,0.00390625,0.00390625,2.4598049153046855,0.9,QSVM-favorable,QSVM-favorable,10,0.01171875
UNSW-NB15,tuned_per_N,full_test,5000,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,0.04048215735971887,0.028112360933749525,0.0030307611310323584,0.07793355358840538,0.048828125,0.048828125,0.7732472952152393,0.7,QSVM-favorable,QSVM-favorable,10,0.048828125
UNSW-NB15,tuned_per_N,full_test,5000,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,0.04069980503684525,0.03429388449639731,0.01389089184321355,0.06750871823047694,0.009765625,0.009765625,1.0860151769107507,0.8,QSVM-favorable,QSVM-favorable,10,0.01953125
UNSW-NB15,tuned_per_N,full_test,5000,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.03232626061590936,-0.035196241136758566,-0.047490894543885,-0.017161626687933723,0.00390625,0.00390625,-1.5249173758911345,0.1,classical-favorable,classical-favorable,10,0.0078125
UNSW-NB15,tuned_per_N,full_test,5000,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.01612504130761322,-0.00883138500150027,-0.030265359613762102,-0.001984723001464338,0.01953125,0.01953125,-0.8157637903700738,0.1,classical-favorable,classical-favorable,10,0.01953125
UNSW-NB15,tuned_per_N,full_test,10000,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,0.04490246749510849,0.024105499225724025,0.019217502658394066,0.07058743233182291,0.001953125,0.001953125,1.2505872763288568,1.0,QSVM-favorable,QSVM-favorable,10,0.001953125
UNSW-NB15,tuned_per_N,full_test,10000,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,0.1596663373235591,0.19124939926414136,0.0909587521939836,0.2283739224531346,0.005859375,0.005859375,1.66238439089433,0.9,QSVM-favorable,QSVM-favorable,10,0.005859375
UNSW-NB15,tuned_per_N,full_test,10000,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,0.0625572291402951,0.05438731724850826,0.03726485598385491,0.0878496022967353,0.001953125,0.001953125,1.7693375630315071,1.0,QSVM-favorable,QSVM-favorable,10,0.005859375
UNSW-NB15,tuned_per_N,full_test,10000,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,0.04013959694613427,0.0343246940167084,0.019327401308901322,0.06095179258336721,0.001953125,0.001953125,1.3796784529031938,1.0,QSVM-favorable,QSVM-favorable,10,0.005859375
UNSW-NB15,tuned_per_N,full_test,10000,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.031184418887095743,-0.038607369576195816,-0.04268771113585312,-0.01968112663833837,0.001953125,0.001953125,-1.939269986987921,0.0,classical-favorable,classical-favorable,10,0.00390625
UNSW-NB15,tuned_per_N,full_test,10000,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.020425389882000967,-0.02144000250998901,-0.0312568482382753,-0.009593931525726636,0.001953125,0.001953125,-1.3489821249018394,0.0,classical-favorable,classical-favorable,10,0.00390625
