run_id,model,bin,conf,acc,size
7,RandomForest,3,4.090496986391156e-10,0.5421472937000887,2254
7,RandomForest,4,0.0004252621047862254,0.48935226264418813,2254
7,RandomForest,5,0.5744724712389967,0.8105590062111802,2254
7,RandomForest,6,0.9994426705967371,0.8828748890860693,2254
7,RandomForest,7,0.999999999999378,0.966282165039929,2254
7,RandomForest,8,1.0,0.979148181011535,2254
7,RandomForest,9,1.0,0.978742249778565,2258
7,MLP,0,0.0016808259005004526,0.2515527950310559,2254
7,MLP,1,0.004488039761725995,0.009760425909494233,2254
7,MLP,2,0.006614831616511555,0.07852706299911269,2254
7,MLP,3,0.03222906324878455,0.22404614019520852,2254
7,MLP,4,0.36855493754099244,0.6938775510204082,2254
7,MLP,5,0.5587311249556788,0.668589174800355,2254
7,MLP,6,0.7845271915836888,0.8092280390417036,2254
7,MLP,7,0.9993959999695647,0.9609582963620231,2254
7,MLP,8,0.9999998216728831,0.9977817213842058,2254
7,MLP,9,0.9999998216728831,0.9973427812223207,2258
7,XGBoost,0,4.858230082719064e-17,0.003992901508429458,2254
7,XGBoost,1,1.895763962584838e-15,0.012422360248447204,2254
7,XGBoost,2,7.327297832051323e-14,0.03682342502218278,2254
7,XGBoost,3,3.5674867548616604e-09,0.5141969831410825,2254
7,XGBoost,4,4.629399432083952e-05,0.5598935226264419,2254
7,XGBoost,5,0.3859717586494741,0.7675244010647737,2254
7,XGBoost,6,0.9941068912082927,0.8691215616681455,2254
7,XGBoost,7,0.9999999998170045,0.9432120674356699,2254
7,XGBoost,8,1.0,0.9924578527062999,2254
7,XGBoost,9,1.0,0.9920283436669619,2258
8,QSVM,0,0.009886346570407316,0.09094942324755989,2254
8,QSVM,1,0.019946740399367443,0.09272404614019521,2254
8,QSVM,2,0.026352889302855,0.04214729370008873,2254
8,QSVM,3,0.03196750130779754,0.2808340727595386,2254
8,QSVM,4,0.14813882886662658,0.7444543034605147,2254
8,QSVM,5,0.4439442413560433,0.668589174800355,2254
8,QSVM,6,0.7866235690798232,0.8620230700976043,2254
8,QSVM,7,0.9556953610419825,0.9463176574977817,2254
8,QSVM,8,0.9800712245600675,0.9711623779946761,2254
8,QSVM,9,0.9925968959191322,0.9924712134632419,2258
8,SVM-RBF,0,0.008889831994844699,0.0008873114463176575,2254
8,SVM-RBF,1,0.017720588665228847,0.10825199645075421,2254
8,SVM-RBF,2,0.05736084067311954,0.3531499556344277,2254
8,SVM-RBF,3,0.07012839213363913,0.3118899733806566,2254
8,SVM-RBF,4,0.19010926272148398,0.5488021295474712,2254
8,SVM-RBF,5,0.4810366453455885,0.8016858917480035,2254
8,SVM-RBF,6,0.6578369280692882,0.6228926353149956,2254
8,SVM-RBF,7,0.9617827626268025,0.9547471162377995,2254
8,SVM-RBF,8,0.9880297075902855,0.9897959183673469,2254
8,SVM-RBF,9,0.9960273165527499,0.9995571302037201,2258
8,RandomForest,0,2.6517704380641677e-55,0.003105590062111801,2254
8,RandomForest,1,2.6517704380641677e-55,0.00354924578527063,2254
8,RandomForest,2,1.7961442787525063e-20,0.027506654835847383,2254
8,RandomForest,3,7.337657746488127e-10,0.541259982253771,2254
8,RandomForest,4,0.00029171529527990367,0.6601597160603372,2254
8,RandomForest,5,0.22367821009843264,0.6805678793256433,2254
