f1,acc,ece_full,mce_full,ece_rare,mce_rare,brier_full,brier_rare,auc_roc,auc_pr,platt_A,platt_B,run_id,model,mix,n_test
0.7978373639219698,0.8388562110535205,0.1132130891448287,0.4781273815803177,,,0.15328491415969595,,0.9472449915148322,0.9339355151024485,9.77341,-0.77286,5,RandomForest,DoS_only,17171
0.8085297418630752,0.8243229327566677,0.09234556824985399,0.30084121754428417,0.5256740867040283,0.7692223835619914,0.12024817730123379,0.3127267798144224,0.8944289736541225,0.9222919106637131,1.14976,-0.11714,5,MLP,Balanced_50/50,19422
0.8346663170315982,0.7936395374209033,0.15803481719318388,0.5446814374088111,0.5272897706254585,0.7681609779812335,0.14407600627261324,0.31416250755220293,0.896146316608191,0.9600146910733254,1.14976,-0.11714,5,MLP,AttackHeavy_30/70,18332
0.810099573257468,0.8445052705142391,0.08684686578810584,0.4385040994287288,,,0.10996989178976899,,0.8668291989709025,0.9038307400499128,1.14976,-0.11714,5,MLP,DoS_only,17171
0.7635465082073307,0.7930697147564617,0.16073747507995462,0.7576177691430728,0.7004697599568451,0.9999898202919836,0.19445271711990128,0.6657648513486436,0.9364263344949761,0.9363897839282186,3.72938,-0.79999,5,XGBoost,Balanced_50/50,19422
0.785867530926188,0.7441086624481781,0.23216423062162683,0.8633774413321682,0.7067676393254915,0.9999910118105628,0.24549984706667385,0.6728393651219724,0.9364860399020999,0.9698984680027029,3.72938,-0.79999,5,XGBoost,AttackHeavy_30/70,18332
0.7943345258085712,0.8359443247335624,0.10817222059193009,0.4563865331745969,,,0.15140542724158293,,0.9436313895162695,0.9362863630523386,3.72938,-0.79999,5,XGBoost,DoS_only,17171
0.7352588686481304,0.7725260014416641,0.14248611261165647,0.47508934665101726,0.541602716387455,0.9612862152373393,0.16010551134783316,0.40528319902810667,0.8767501745772568,0.8980032036840282,3.26577,0.19488,6,QSVM,Balanced_50/50,19422
0.7567769327672281,0.7156338642810386,0.20823733230061153,0.6338747333781496,0.5445168465962004,0.9622185816537695,0.197314280596948,0.40813448898536775,0.877175956859154,0.9479700134386134,3.26577,0.19488,6,QSVM,AttackHeavy_30/70,18332
0.7881176556455733,0.8309358802632345,0.09143575821160135,0.30078728546454775,,,0.12551420076485773,,0.8927724992221584,0.9015228202299622,3.26577,0.19488,6,QSVM,DoS_only,17171
0.8226446626279507,0.8251467408093914,0.11680296903895063,0.3189572105310994,0.4518095775115829,0.8129248333492133,0.1407434644128276,0.2612106159235531,0.8718570911047955,0.8987680249850415,2.07078,-0.5772,6,SVM-RBF,Balanced_50/50,19422
0.8636081064279497,0.8204778529347589,0.15336255765226967,0.5484218491699002,0.454180198150513,0.8145300917886693,0.16289024823361525,0.2632773279839495,0.8728020184935616,0.9478775972417016,2.07078,-0.5772,6,SVM-RBF,AttackHeavy_30/70,18332
0.8023101433882103,0.8265680507832974,0.09534026755392135,0.44535043140362074,,,0.13060760074539676,,0.8522159373729192,0.8852394793050765,2.07078,-0.5772,6,SVM-RBF,DoS_only,17171
0.7927194618732689,0.8111934919163835,0.16695355101833684,0.6613602494948905,0.6428609143800407,0.9999999999792619,0.18953531416506125,0.6021534833281735,0.9263939625329578,0.9216921423282313,12.23402,-2.14396,6,RandomForest,Balanced_50/50,19422
0.8178366445916114,0.7749290857516911,0.23307733063177755,0.7548328208493222,0.6493219961436979,0.9999999999851786,0.2361459836543855,0.6101927935607367,0.9257299418734946,0.9617588551881212,12.23402,-2.14396,6,RandomForest,AttackHeavy_30/70,18332
0.8077521573065497,0.8417098596470793,0.12548884458834933,0.48155858174371957,,,0.1474948452301382,,0.9287232383165716,0.9156258061482617,12.23402,-2.14396,6,RandomForest,DoS_only,17171
0.8204134366925064,0.8282360210071054,0.10211667882074238,0.30431579856833935,0.5366985708000043,0.8432048896823259,0.12936349876584735,0.3338447364555656,0.8868222269240617,0.9121339100269437,1.19364,-0.03631,6,MLP,Balanced_50/50,19422
0.8538031509401999,0.8116953960288021,0.1564097465522807,0.4344689021670509,0.5402975075167459,0.8435865354954758,0.15236416527964144,0.3376461089038367,0.8878488522391956,0.954840292379203,1.19364,-0.03631,6,MLP,AttackHeavy_30/70,18332
0.8302875571083043,0.8528915031157184,0.07939579731827605,0.4126039083024225,,,0.1137982921897733,,0.8679174179359909,0.9023340318539662,1.19364,-0.03631,6,MLP,DoS_only,17171
0.8093971631205674,0.8228812686644011,0.15962377973653133,0.5035990705641963,0.4864886609926751,0.9999997423662873,0.16983175459333696,0.4661323128540941,0.9378174702511903,0.9325286185571016,5.05246,-0.77245,6,XGBoost,Balanced_50/50,19422
0.8367559136989863,0.7944577787475453,0.17279189404306702,0.7695463541397976,0.4935672265275634,0.9999997720243495,0.19872592363655006,0.473366729653348,0.9376683776668193,0.9684795287495694,5.05246,-0.77245,6,XGBoost,AttackHeavy_30/70,18332
0.8180363231507898,0.847708345466193,0.14272575430908302,0.4547352915771804,,,0.14363765210377258,,0.9458440484975579,0.9315348532383577,5.05246,-0.77245,6,XGBoost,DoS_only,17171
0.7927425776362189,0.8123777159921738,0.11320420307706097,0.4369922616690939,0.5717411940806505,0.947489725739209,0.1432339311208509,0.4509112890671618,0.9097630458570046,0.9161697317826418,3.33444,-0.18531,7,QSVM,Balanced_50/50,19422
0.8166592822330527,0.7742744926903775,0.18128481490206597,0.6769944278786633,0.5719982537763896,0.947682935923461,0.17485254916026804,0.45131740480997407,0.9110380815327007,0.9595010918091929,3.33444,-0.18531,7,QSVM,AttackHeavy_30/70,18332
0.8520043931905547,0.874439461883408,0.05797678102171538,0.19178111387719687,,,0.09999898898896162,,0.9277022229289743,0.9226287206612134,3.33444,-0.18531,7,QSVM,DoS_only,17171
0.7888472558959665,0.8026979713726702,0.08839609303716861,0.40335965375520616,0.4709753023959253,0.8059674470098508,0.13613108418782752,0.2745260434504654,0.9099654136986042,0.9145736504003066,2.11372,-0.31155,7,SVM-RBF,Balanced_50/50,19422
0.823575433563698,0.7785838970106916,0.16476873653097662,0.6132411311739226,0.47301492773357773,0.8058761473685241,0.16349747406070106,0.276077079981086,0.9107145385075787,0.9584711593662083,2.11372,-0.31155,7,SVM-RBF,AttackHeavy_30/70,18332
0.7675927231702158,0.8080484537883641,0.1006564660346625,0.280415982942652,,,0.1299021618420975,,0.9027535797966044,0.896367464331451,2.11372,-0.31155,7,SVM-RBF,DoS_only,17171
