run_id,model,threshold,f1_macro,fpr,recall_R2L,recall_U2R
3,SVM-RBF,0.45,0.7739047123224698,0.08464627741736175,0.43674176776429807,0.43283582089552236
3,SVM-RBF,0.5,0.7528645235370373,0.06631654824425909,0.3025996533795494,0.34328358208955223
3,SVM-RBF,0.55,0.7318282025256225,0.03841005045824323,0.1417677642980936,0.34328358208955223
3,SVM-RBF,0.6,0.7298817163093602,0.029966017917825147,0.1195840554592721,0.3283582089552239
3,SVM-RBF,0.65,0.7269342073114486,0.026979713726701677,0.11507798960138649,0.31343283582089554
3,SVM-RBF,0.7,0.7234033023609654,0.024199361548759138,0.11022530329289427,0.29850746268656714
3,SVM-RBF,0.75,0.7221361053321236,0.02121305735763567,0.10571923743500866,0.2835820895522388
3,SVM-RBF,0.8,0.7210157313285548,0.018432705179693133,0.10051993067590988,0.26865671641791045
3,SVM-RBF,0.85,0.7184094082147361,0.01513747296879827,0.09324090121317158,0.23880597014925373
3,SVM-RBF,0.9,0.7139787213735598,0.012460096797446195,0.0804159445407279,0.1791044776119403
3,SVM-RBF,0.95,0.7076850797106211,0.007517248481103903,0.05476603119584055,0.04477611940298507
3,RandomForest,0.05,0.8283107519871744,0.0781587890021625,0.49150779896013863,0.4925373134328358
3,RandomForest,0.1,0.8129433823045886,0.05756358768406961,0.337261698440208,0.417910447761194
3,RandomForest,0.15,0.8109452173243639,0.05468025949953661,0.3289428076256499,0.373134328358209
3,RandomForest,0.2,0.8071623507021574,0.05292966738749871,0.317157712305026,0.373134328358209
3,RandomForest,0.25,0.8038582326211123,0.051076099268870356,0.31126516464471404,0.373134328358209
3,RandomForest,0.3,0.8015330909683673,0.05025229121614664,0.3053726169844021,0.3582089552238806
3,RandomForest,0.35,0.7986194467960734,0.04901657913706106,0.3001733102253033,0.3582089552238806
3,RandomForest,0.4,0.7972710848403636,0.048295747090927814,0.2977469670710572,0.3582089552238806
3,RandomForest,0.45,0.7960571763101355,0.04778086705797549,0.29428076256499136,0.3582089552238806
3,RandomForest,0.5,0.7946918499936262,0.04561837091957574,0.28665511265164645,0.34328358208955223
3,RandomForest,0.55,0.7935148221177397,0.04469158686026156,0.2807625649913345,0.34328358208955223
3,RandomForest,0.6,0.7927890635685009,0.04407373082071877,0.2776429809358752,0.34328358208955223
3,RandomForest,0.65,0.7901991934267236,0.04201421068890948,0.26273830155979205,0.3283582089552239
3,RandomForest,0.7,0.7883339452944496,0.04077849860982391,0.2558058925476603,0.3283582089552239
3,RandomForest,0.75,0.786102704933141,0.03954278653073834,0.2502599653379549,0.31343283582089554
3,RandomForest,0.8,0.7835348734999394,0.03748326639892905,0.24506065857885614,0.31343283582089554
3,RandomForest,0.85,0.7820812545179724,0.03480589022757698,0.24090121317157712,0.29850746268656714
3,RandomForest,0.9,0.7796022589850733,0.03130470600350119,0.23500866551126517,0.2537313432835821
3,RandomForest,0.95,0.7608542511783278,0.02976006590464422,0.19688041594454073,0.23880597014925373
3,MLP,0.05,0.8512336172282102,0.2425084955205437,0.9989601386481802,0.9850746268656716
3,MLP,0.1,0.8566477089330056,0.22726804654515498,0.9896013864818024,0.9552238805970149
3,MLP,0.15,0.8591932844490525,0.2058490371743384,0.9431542461005199,0.8955223880597015
3,MLP,0.2,0.8456403540278106,0.19122644423849244,0.801733102253033,0.8507462686567164
3,MLP,0.25,0.841546773083339,0.17660385130264647,0.7247833622183709,0.8208955223880597
3,MLP,0.3,0.8260052987477532,0.16393780249201936,0.6994800693240901,0.7910447761194029
3,MLP,0.35,0.8121555790076311,0.15147770569457317,0.6467937608318891,0.6567164179104478
3,MLP,0.4,0.8067316282867465,0.14128308104211718,0.6045060658578856,0.5671641791044776
3,MLP,0.45,0.798454631311939,0.1337658325610133,0.5559792027729636,0.4925373134328358
3,MLP,0.5,0.79178178785547,0.1256307280403666,0.5116117850953206,0.417910447761194
3,MLP,0.55,0.804025086421726,0.07095046854082998,0.45268630849220104,0.34328358208955223
3,MLP,0.6,0.7826029070724424,0.047368963031613635,0.24263431542461006,0.208955223880597
3,MLP,0.65,0.7704381056102863,0.03985171455050973,0.16048526863084922,0.14925373134328357
3,MLP,0.7,0.7606211013812756,0.03274637009576769,0.10502599653379549,0.11940298507462686
3,MLP,0.75,0.7553146340542268,0.0260529296673875,0.08249566724436742,0.05970149253731343
3,MLP,0.8,0.7496981656907373,0.02049222531150242,0.05961871750433276,0.05970149253731343
3,MLP,0.85,0.7429054816142624,0.01863865719287406,0.04852686308492201,0.0
