ece_full,ece_rare,brier_full,brier_rare,auc_pr,run_id,model,calibrator,temperature
0.1856768878842997,0.6842828469629693,0.19368560007928787,0.6342870223417868,0.9425143732489715,8,RandomForest,platt,
0.17788386827906408,0.6650933089881319,0.18944965103345998,0.6108550991492981,0.8571616423387778,8,RandomForest,isotonic,
0.20769767289344285,0.7390064448112228,0.20920158219618884,0.7237938825034451,0.8521938934326376,8,RandomForest,temperature,0.022613255180557963
0.09609905733750065,0.4714062027465384,0.12133967416344049,0.2545877617874044,0.9371104694894113,8,MLP,none,
0.1158708069167648,0.5155823674138711,0.1308726870039094,0.31433987797136165,0.9371104694894113,8,MLP,platt,
0.141457044004292,0.5743412532117086,0.14871157570442975,0.40799700372641506,0.9300005679175055,8,MLP,isotonic,
0.10613604217256331,0.4683518512559119,0.12434677328708602,0.26398539560961787,0.9365704311399501,8,MLP,temperature,0.7832363348071368
0.16410539539641816,0.6401054991641382,0.16614708304405212,0.5116420984268188,0.9429445663083728,8,XGBoost,none,
0.20508422985072186,0.7035922359057728,0.2037390963127762,0.6674465999657037,0.9429445663083728,8,XGBoost,platt,
0.20069151407110014,0.6935916338753776,0.20123572501257928,0.6558695066793079,0.8271451443113178,8,XGBoost,isotonic,
0.2013866974677639,0.6911666348746188,0.20057877050579925,0.652561405339042,0.9191853265489689,8,XGBoost,temperature,0.2605559062497601
0.19511345983211487,0.5057218282133897,0.15197292258555792,0.2892670453192619,0.9307827477355308,9,QSVM,none,
0.15923595804581805,0.5592396085761369,0.1759367452672594,0.44990025792336086,0.9307827477355308,9,QSVM,platt,
0.15872180722232532,0.5474418572871677,0.16074051679737178,0.420472719720498,0.92210913012494,9,QSVM,isotonic,
0.13647673688405287,0.5128525517014758,0.16210978241683924,0.399917716725015,0.9307827477355308,9,QSVM,temperature,0.3047501123256938
0.095418183980905,0.40621498333113826,0.12950367616159913,0.17886229243553695,0.9363087112498267,9,SVM-RBF,none,
0.12614969774519216,0.5089751867199725,0.15609928828177036,0.3148705806989363,0.9363087112498267,9,SVM-RBF,platt,
0.1299397851436975,0.5138556976596981,0.1432743944990193,0.313739355603848,0.9177268743887774,9,SVM-RBF,isotonic,
0.07942350271024506,0.34064454673958294,0.13254480698849572,0.15278206127789204,0.9363087112498267,9,SVM-RBF,temperature,0.4921441497185696
0.1419440263681887,0.6030910862853271,0.1449093082430623,0.4620960866253737,0.9442815945089171,9,RandomForest,none,
0.21323842712185778,0.7364069889355671,0.21885658519296336,0.7186540310019831,0.944281594508917,9,RandomForest,platt,
0.20897394388374887,0.7261597785068956,0.21200090641820526,0.7041672318781828,0.8433833846984276,9,RandomForest,isotonic,
