arm,test_split,n_train,comparison,baseline,baseline_family,metric,mean_delta,median_delta,ci_low,ci_high,raw_p,wilcoxon_p,effect_size_dz,positive_run_fraction,verdict_uncorrected,verdict,n_runs,holm_p
frozen_c2,full_kddtest_plus,100,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.03926515134137385,-0.023088920874459518,-0.0939792619719714,0.015448959289223692,0.193359375,0.193359375,-0.5133702595601951,0.3,inconclusive,inconclusive,10,0.38671875
frozen_c2,full_kddtest_plus,100,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.027891876012202554,-0.005584085655430948,-0.08219506698547309,0.02641131496106798,0.4921875,0.4921875,-0.3674304542366183,0.5,inconclusive,inconclusive,10,0.4921875
frozen_c2,full_kddtest_plus,200,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,-0.022551380900418784,-0.022010021239401323,-0.04576503633909325,0.000662274538255684,0.064453125,0.064453125,-0.6949481140058955,0.3,inconclusive,inconclusive,10,0.064453125
frozen_c2,full_kddtest_plus,200,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,0.018300651759691956,0.010267906633398716,-0.015006010384135272,0.051607313903519185,0.375,0.375,0.39305942947771794,0.6,inconclusive,inconclusive,10,0.55078125
frozen_c2,full_kddtest_plus,200,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,0.055412822466738856,0.041976358543764414,0.0018503386363764099,0.10897530629710131,0.037109375,0.037109375,0.7400692125565269,0.8,QSVM-favorable,inconclusive,10,0.111328125
frozen_c2,full_kddtest_plus,200,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,-0.014636846829204065,-0.01042174453137018,-0.03779460285245965,0.008520909194051518,0.275390625,0.275390625,-0.45214093500212854,0.4,inconclusive,inconclusive,10,0.55078125
frozen_c2,full_kddtest_plus,200,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.006253856075704412,-0.006227571292181822,-0.02402154996953243,0.011513837818123604,0.4921875,0.4921875,-0.2517906465203004,0.4,inconclusive,inconclusive,10,0.4921875
frozen_c2,full_kddtest_plus,200,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.01693358406385087,-0.013753379470176519,-0.03642829223892216,0.0025611241112204162,0.083984375,0.083984375,-0.6213766420161463,0.2,inconclusive,inconclusive,10,0.16796875
frozen_c2,full_kddtest_plus,500,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,-0.012677422442083686,-0.019029662612029763,-0.03393268250550298,0.008577837621335602,0.232421875,0.232421875,-0.42666528975854656,0.4,inconclusive,inconclusive,10,0.232421875
frozen_c2,full_kddtest_plus,500,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,0.024686019723973208,0.02475799951693136,0.012731289691942645,0.036640749756003774,0.001953125,0.001953125,1.4771822235347263,1.0,QSVM-favorable,QSVM-favorable,10,0.005859375
frozen_c2,full_kddtest_plus,500,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,0.00208396928085578,-0.008582192184646453,-0.02854685197758453,0.03271479053929609,0.76953125,0.76953125,0.04866933877850622,0.5,inconclusive,inconclusive,10,1.0
frozen_c2,full_kddtest_plus,500,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,-0.0011821047077575809,0.00942109112878975,-0.026915610465613072,0.02455140105009791,0.845703125,0.845703125,-0.0328609235846803,0.6,inconclusive,inconclusive,10,1.0
frozen_c2,full_kddtest_plus,500,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.01023938458154725,-0.013281969794898707,-0.02166937034575396,0.0011906011826594617,0.083984375,0.083984375,-0.6408419594219628,0.4,inconclusive,inconclusive,10,0.16796875
frozen_c2,full_kddtest_plus,500,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.008973008566059804,-0.00866094078371149,-0.02736423012277448,0.009418212990654873,0.275390625,0.275390625,-0.349019972668496,0.4,inconclusive,inconclusive,10,0.275390625
frozen_c2,full_kddtest_plus,1000,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,-0.017816843250946245,-0.01804708067559102,-0.036354642630541376,0.000720956128648885,0.064453125,0.064453125,-0.687535861251703,0.2,inconclusive,inconclusive,10,0.064453125
frozen_c2,full_kddtest_plus,1000,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,0.03607695929393795,0.045488412092287045,0.018387260875319725,0.053766657712556176,0.00390625,0.00390625,1.4589226659838654,0.9,QSVM-favorable,QSVM-favorable,10,0.01171875
frozen_c2,full_kddtest_plus,1000,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,0.0198271954412766,0.026664797864502654,-0.024756717369176864,0.06441110825173006,0.322265625,0.322265625,0.31813091967158447,0.6,inconclusive,inconclusive,10,0.38671875
frozen_c2,full_kddtest_plus,1000,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,-0.020127487783939812,-0.022405791558606447,-0.04757937736147613,0.007324401793596513,0.193359375,0.193359375,-0.5244934905269175,0.4,inconclusive,inconclusive,10,0.38671875
frozen_c2,full_kddtest_plus,1000,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.01777968836516578,-0.020874371211689113,-0.03698634899273882,0.0014269722624072542,0.083984375,0.083984375,-0.6622089651424624,0.3,inconclusive,inconclusive,10,0.16796875
frozen_c2,full_kddtest_plus,1000,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.016978823358387463,-0.01951172914261562,-0.03670308105042949,0.0027454343336545672,0.083984375,0.083984375,-0.6157858376378296,0.4,inconclusive,inconclusive,10,0.16796875
frozen_c2,full_kddtest_plus,2000,QSVM_ZZ_vs_QSVM_Z,QSVM_Z,entanglement,f1_macro,-0.029997183172346543,-0.02634407971977626,-0.03999330134772127,-0.020001064996971817,0.001953125,0.001953125,-2.1467025264735513,0.0,classical-favorable,classical-favorable,10,0.001953125
frozen_c2,full_kddtest_plus,2000,QSVM_ZZ_vs_SVM_Linear,SVM_Linear,classical_kernel,f1_macro,0.034984288705775565,0.03729202602136178,0.022880320954469912,0.047088256457081215,0.001953125,0.001953125,2.067607336730429,1.0,QSVM-favorable,QSVM-favorable,10,0.005859375
frozen_c2,full_kddtest_plus,2000,QSVM_ZZ_vs_SVM_Poly2,SVM_Poly2,classical_kernel,f1_macro,-0.013421674780590753,-0.02300010864015256,-0.041496850730636206,0.014653501169454703,0.322265625,0.322265625,-0.34198495357862063,0.3,inconclusive,inconclusive,10,0.322265625
frozen_c2,full_kddtest_plus,2000,QSVM_ZZ_vs_SVM_RBF,SVM_RBF,classical_kernel,f1_macro,-0.02460480919107616,-0.01971181884546963,-0.03715602092075468,-0.01205359746139764,0.00390625,0.00390625,-1.4023522631928098,0.1,classical-favorable,classical-favorable,10,0.0078125
frozen_c2,full_kddtest_plus,2000,QSVM_ZZ_vs_RandomForest,RandomForest,strong_tabular,f1_macro,-0.01078025964223881,-0.00953617732427825,-0.02357639354556224,0.00201587426108462,0.16015625,0.16015625,-0.6026611820019699,0.4,inconclusive,inconclusive,10,0.16015625
frozen_c2,full_kddtest_plus,2000,QSVM_ZZ_vs_XGBoost,XGBoost,strong_tabular,f1_macro,-0.01808335307976161,-0.016277777752812916,-0.028057268166974743,-0.008109437992548476,0.00390625,0.00390625,-1.296988333628163,0.1,classical-favorable,classical-favorable,10,0.0078125
