ece_full,ece_rare,brier_full,brier_rare,auc_pr,f1,run_id,model,n_qubits,n_train,n_test,n_rare
0.1688612182983349,0.13923687768700857,0.1834603997564351,0.036250587933078664,0.912508257299066,0.7890345219517035,9,SVM-RBF,6,1000,82332,1682
0.21685654334741872,0.07210047781368908,0.22782462138954424,0.062189750167414785,0.9064165509127853,0.799871123955323,9,RandomForest,6,1000,82332,1682
0.12046830545997174,0.11183563700979758,0.15882240231435818,0.04566514941231231,0.9193502424522986,0.7929596693848936,9,MLP,6,1000,82332,1682
0.215128640893078,0.07743412536997663,0.22592260478058673,0.06464585810883863,0.9184979624952659,0.7961690975165385,9,XGBoost,6,1000,82332,1682
0.15983660120671847,0.16065768026858343,0.19255323003134056,0.04401880356898492,0.8860979392882434,0.7866789085690346,10,QSVM,4,1000,82332,1682
0.13289779808381813,0.17539515278138176,0.19932205041703527,0.043125018032643514,0.8436455500923701,0.7572252865966803,10,SVM-RBF,4,1000,82332,1682
0.24345554978467387,0.07021548956978552,0.24851698684597748,0.06277260351033467,0.8849668884964981,0.7890331331137377,10,RandomForest,4,1000,82332,1682
0.12450469169086299,0.1142150662566351,0.16580710131154267,0.047596167959048495,0.9103736001089028,0.7820926143024619,10,MLP,4,1000,82332,1682
0.2202658359950356,0.06879516512956992,0.23075993377117615,0.05449116875534395,0.911496843928147,0.7870264619911341,10,XGBoost,4,1000,82332,1682
0.1477649467040813,0.10103390777054898,0.19601320381619247,0.04412299095830836,0.8012865325215817,0.8012835772574487,10,QSVM,6,1000,82332,1682
0.126910687584323,0.152288551920901,0.19516367239746618,0.047847142257543045,0.8279135169460916,0.7835551707968114,10,SVM-RBF,6,1000,82332,1682
0.22213812591679363,0.06175613971360983,0.2286712003738977,0.05442396658549115,0.9042610961574321,0.8048394260664697,10,RandomForest,6,1000,82332,1682
0.12380153141257562,0.10322156330416792,0.16675876604603498,0.0434161742022522,0.9156813612769187,0.78594278570378,10,MLP,6,1000,82332,1682
0.21512166906160146,0.052752868821817595,0.21967900906641025,0.047991200653771146,0.9245489116138293,0.8131746632139428,10,XGBoost,6,1000,82332,1682
