run_id,seed,regime,condition,model,f1_macro,accuracy,subset_path,train_size,eval_size,elapsed_sec
6,105,prior_shift,attack_30pct,SVM_RBF,0.8259085253755734,0.85,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run06_attack_30pct_N1000.csv,1000,1000,17.61920166015625
6,105,prior_shift,attack_30pct,RandomForest,0.813911578617461,0.848,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run06_attack_30pct_N1000.csv,1000,1000,17.61920166015625
6,105,prior_shift,attack_30pct,XGBoost,0.8165589352694411,0.848,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run06_attack_30pct_N1000.csv,1000,1000,17.61920166015625
7,106,prior_shift,attack_30pct,QSVM_ZZ,0.8119569369559021,0.841,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run07_attack_30pct_N1000.csv,1000,1000,17.23845362663269
7,106,prior_shift,attack_30pct,QSVM_Z,0.805891026498889,0.839,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run07_attack_30pct_N1000.csv,1000,1000,17.23845362663269
7,106,prior_shift,attack_30pct,SVM_Linear,0.7886029411764706,0.816,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run07_attack_30pct_N1000.csv,1000,1000,17.23845362663269
7,106,prior_shift,attack_30pct,SVM_Poly2,0.8002332605640121,0.833,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run07_attack_30pct_N1000.csv,1000,1000,17.23845362663269
7,106,prior_shift,attack_30pct,SVM_RBF,0.8264019217776444,0.852,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run07_attack_30pct_N1000.csv,1000,1000,17.23845362663269
7,106,prior_shift,attack_30pct,RandomForest,0.8444716920394826,0.871,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run07_attack_30pct_N1000.csv,1000,1000,17.23845362663269
7,106,prior_shift,attack_30pct,XGBoost,0.8458306835482068,0.872,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run07_attack_30pct_N1000.csv,1000,1000,17.23845362663269
8,107,prior_shift,attack_30pct,QSVM_ZZ,0.818701425102219,0.848,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run08_attack_30pct_N1000.csv,1000,1000,16.437007188796997
8,107,prior_shift,attack_30pct,QSVM_Z,0.7912673864779218,0.824,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run08_attack_30pct_N1000.csv,1000,1000,16.437007188796997
8,107,prior_shift,attack_30pct,SVM_Linear,0.795778397131926,0.827,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run08_attack_30pct_N1000.csv,1000,1000,16.437007188796997
8,107,prior_shift,attack_30pct,SVM_Poly2,0.8122614651210319,0.842,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run08_attack_30pct_N1000.csv,1000,1000,16.437007188796997
8,107,prior_shift,attack_30pct,SVM_RBF,0.8118154788041501,0.835,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run08_attack_30pct_N1000.csv,1000,1000,16.437007188796997
8,107,prior_shift,attack_30pct,RandomForest,0.8401352583606063,0.875,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run08_attack_30pct_N1000.csv,1000,1000,16.437007188796997
8,107,prior_shift,attack_30pct,XGBoost,0.833144758492262,0.863,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run08_attack_30pct_N1000.csv,1000,1000,16.437007188796997
9,108,prior_shift,attack_30pct,QSVM_ZZ,0.8018539267147742,0.835,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run09_attack_30pct_N1000.csv,1000,1000,16.462846279144287
9,108,prior_shift,attack_30pct,QSVM_Z,0.7954768346713583,0.834,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run09_attack_30pct_N1000.csv,1000,1000,16.462846279144287
9,108,prior_shift,attack_30pct,SVM_Linear,0.7812453573128975,0.813,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run09_attack_30pct_N1000.csv,1000,1000,16.462846279144287
9,108,prior_shift,attack_30pct,SVM_Poly2,0.7966498973021818,0.831,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run09_attack_30pct_N1000.csv,1000,1000,16.462846279144287
9,108,prior_shift,attack_30pct,SVM_RBF,0.7747852416411364,0.811,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run09_attack_30pct_N1000.csv,1000,1000,16.462846279144287
9,108,prior_shift,attack_30pct,RandomForest,0.8067718467811513,0.843,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run09_attack_30pct_N1000.csv,1000,1000,16.462846279144287
9,108,prior_shift,attack_30pct,XGBoost,0.8091786294650074,0.843,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run09_attack_30pct_N1000.csv,1000,1000,16.462846279144287
10,109,prior_shift,attack_30pct,QSVM_ZZ,0.8620084667662178,0.888,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run10_attack_30pct_N1000.csv,1000,1000,15.905627489089966
10,109,prior_shift,attack_30pct,QSVM_Z,0.8324509490981091,0.863,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run10_attack_30pct_N1000.csv,1000,1000,15.905627489089966
10,109,prior_shift,attack_30pct,SVM_Linear,0.7810450208706022,0.812,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run10_attack_30pct_N1000.csv,1000,1000,15.905627489089966
10,109,prior_shift,attack_30pct,SVM_Poly2,0.8255280183953632,0.855,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run10_attack_30pct_N1000.csv,1000,1000,15.905627489089966
10,109,prior_shift,attack_30pct,SVM_RBF,0.7951886495609142,0.821,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run10_attack_30pct_N1000.csv,1000,1000,15.905627489089966
10,109,prior_shift,attack_30pct,RandomForest,0.8623023054528287,0.888,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run10_attack_30pct_N1000.csv,1000,1000,15.905627489089966
10,109,prior_shift,attack_30pct,XGBoost,0.8359272727272727,0.859,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run10_attack_30pct_N1000.csv,1000,1000,15.905627489089966
1,100,prior_shift,attack_50pct,QSVM_ZZ,0.8149310416968409,0.816,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run01_attack_50pct_N1000.csv,1000,1000,15.770616054534912
1,100,prior_shift,attack_50pct,QSVM_Z,0.8031655844155844,0.806,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run01_attack_50pct_N1000.csv,1000,1000,15.770616054534912
1,100,prior_shift,attack_50pct,SVM_Linear,0.8104265402843602,0.811,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run01_attack_50pct_N1000.csv,1000,1000,15.770616054534912
1,100,prior_shift,attack_50pct,SVM_Poly2,0.8176827579260155,0.819,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run01_attack_50pct_N1000.csv,1000,1000,15.770616054534912
1,100,prior_shift,attack_50pct,SVM_RBF,0.8429810007010848,0.843,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run01_attack_50pct_N1000.csv,1000,1000,15.770616054534912
1,100,prior_shift,attack_50pct,RandomForest,0.8435770322953265,0.844,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run01_attack_50pct_N1000.csv,1000,1000,15.770616054534912
1,100,prior_shift,attack_50pct,XGBoost,0.8563932615299641,0.857,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run01_attack_50pct_N1000.csv,1000,1000,15.770616054534912
2,101,prior_shift,attack_50pct,QSVM_ZZ,0.8379888886540903,0.839,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run02_attack_50pct_N1000.csv,1000,1000,16.117014169692993
2,101,prior_shift,attack_50pct,QSVM_Z,0.7943100637638802,0.799,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run02_attack_50pct_N1000.csv,1000,1000,16.117014169692993
2,101,prior_shift,attack_50pct,SVM_Linear,0.7893577030267678,0.792,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run02_attack_50pct_N1000.csv,1000,1000,16.117014169692993
2,101,prior_shift,attack_50pct,SVM_Poly2,0.8022935970500178,0.805,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run02_attack_50pct_N1000.csv,1000,1000,16.117014169692993
2,101,prior_shift,attack_50pct,SVM_RBF,0.8156748504361694,0.816,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run02_attack_50pct_N1000.csv,1000,1000,16.117014169692993
2,101,prior_shift,attack_50pct,RandomForest,0.8491740772470047,0.85,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run02_attack_50pct_N1000.csv,1000,1000,16.117014169692993
2,101,prior_shift,attack_50pct,XGBoost,0.8435437736439457,0.844,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run02_attack_50pct_N1000.csv,1000,1000,16.117014169692993
3,102,prior_shift,attack_50pct,QSVM_ZZ,0.8200537008281573,0.822,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run03_attack_50pct_N1000.csv,1000,1000,16.039485931396484
3,102,prior_shift,attack_50pct,QSVM_Z,0.8284039229503153,0.831,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run03_attack_50pct_N1000.csv,1000,1000,16.039485931396484
3,102,prior_shift,attack_50pct,SVM_Linear,0.8179761156505343,0.819,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run03_attack_50pct_N1000.csv,1000,1000,16.039485931396484
3,102,prior_shift,attack_50pct,SVM_Poly2,0.8231964267492693,0.825,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run03_attack_50pct_N1000.csv,1000,1000,16.039485931396484
3,102,prior_shift,attack_50pct,SVM_RBF,0.8169978803930322,0.818,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run03_attack_50pct_N1000.csv,1000,1000,16.039485931396484
3,102,prior_shift,attack_50pct,RandomForest,0.8430664213777959,0.845,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run03_attack_50pct_N1000.csv,1000,1000,16.039485931396484
3,102,prior_shift,attack_50pct,XGBoost,0.8338554300576673,0.835,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run03_attack_50pct_N1000.csv,1000,1000,16.039485931396484
4,103,prior_shift,attack_50pct,QSVM_ZZ,0.8586977585427298,0.86,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run04_attack_50pct_N1000.csv,1000,1000,16.035276889801025
4,103,prior_shift,attack_50pct,QSVM_Z,0.8172804014958645,0.82,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run04_attack_50pct_N1000.csv,1000,1000,16.035276889801025
4,103,prior_shift,attack_50pct,SVM_Linear,0.815289974662603,0.816,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run04_attack_50pct_N1000.csv,1000,1000,16.035276889801025
4,103,prior_shift,attack_50pct,SVM_Poly2,0.822866344605475,0.824,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run04_attack_50pct_N1000.csv,1000,1000,16.035276889801025
4,103,prior_shift,attack_50pct,SVM_RBF,0.810999426901488,0.814,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run04_attack_50pct_N1000.csv,1000,1000,16.035276889801025
4,103,prior_shift,attack_50pct,RandomForest,0.8421589418983018,0.844,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run04_attack_50pct_N1000.csv,1000,1000,16.035276889801025
4,103,prior_shift,attack_50pct,XGBoost,0.8497558280117654,0.851,D:\coding\Research\Quantum\SVM\results\nslkdd\c3_revision\eval_subsets\prior_shift\run04_attack_50pct_N1000.csv,1000,1000,16.035276889801025
